Index,Date,Time_Index,tcwl,tciw,SP,hum,tcc,u,v,temp,TP,SSRD,STRD,TSR,Power
57,4/3/2012 9:00,10,0.000507355,1.62E-05,94558,69.69038391,0.014354542,1.629550934,-1.718268394,290.1945801,0,0,1198467,0,0
58,4/3/2012 10:00,11,0.000286102,0,94601.3125,73.78526306,0,1.946388245,-1.375206947,289.246582,0,0,1180931.5,0,0
59,4/3/2012 11:00,12,8.77E-05,0,94618.625,78.55267334,0.013397217,1.356401443,-0.374372482,290.1608887,0,0,1176884,0,0
60,4/3/2012 12:00,13,0.000179291,0.000219345,94629.125,82.16970825,0.261322022,0.164655685,0.213218689,289.3857422,0,0,1176300.5,0,0
61,4/3/2012 13:00,14,0.000391006,0.001095712,94615.8125,84.65371704,0.846954346,-0.370965004,0.652084351,288.1875,0,0,1175080.5,0,0
62,4/3/2012 14:00,15,0.001585007,0.001210243,94596.6875,87.6469574,0.754592896,-0.744955063,0.975700378,286.7709961,0,0,1169473,0,0
63,4/3/2012 15:00,16,0.001674652,0.000205994,94572.5625,88.60574341,0.484634399,-0.71096611,1.17579174,286.3623047,0,0,1171624,0,0
64,4/3/2012 16:00,17,0.001039505,0.000116184,94561.5,89.32965088,0.240020752,-0.62700367,1.231590271,286.2119141,0,0,1162992,0,0
65,4/3/2012 17:00,18,0.00044632,3.88E-05,94540.3125,89.59869385,0.061553955,-0.566163063,1.18297863,285.9753418,0,0,1146960,0,0
66,4/3/2012 18:00,19,0.000974655,0,94541.5625,89.66564941,0.019714355,-0.841594696,1.268485069,285.248291,0,0,1141760,0,0
67,4/3/2012 19:00,20,0.004112244,0,94596.625,89.57183838,0.068725586,-1.345306396,1.635280609,284.6279297,0,0,1157664,0,0
68,4/3/2012 20:00,21,0.010818481,5.87E-06,94638.875,88.2918396,0.225982666,-1.129434586,1.474434853,285.1804199,0,30882,1168720,59924,0.016730769
69,4/3/2012 21:00,22,0.014381409,0.000109673,94693.25,86.52755737,0.540039063,-0.956645012,1.390478134,286.3483887,0,358688,1203416,487026,0.213653846
70,4/3/2012 22:00,23,0.015798569,0.000138223,94739.5,79.65402222,0.209838867,-1.25841713,1.512768745,289.4865723,0,994525.5,1270488,1230748.5,0.565384615
71,4/3/2012 23:00,24,0.017446518,0.000166759,94767.4375,73.37730408,0.310333252,-1.547785759,0.818566322,292.1496582,0,1582222.5,1303040,1890662.5,0.708782051
72,4/4/2012 0:00,1,0.015972137,0.000160664,94768.5625,68.80641174,0.306854248,-1.731227875,-0.165064812,294.003418,0,1909080.667,1314528,2244989,0.754102564
73,4/4/2012 1:00,2,0.012851715,6.1E-05,94739.5625,68.20748901,0.505828857,-2.060939789,-0.942290306,294.9448242,0,2235938.833,1326016,2599315.5,0.745897436
74,4/4/2012 2:00,3,0.053970337,7.74E-05,94668.75,63.23384094,0.658721924,-1.492095947,-2.201024055,296.2089844,0,2562797,1337504,2953642,0.68275641
75,4/4/2012 3:00,4,0.106140137,2.22E-05,94615.5625,59.04519653,0.638214111,-0.417736054,-2.744015694,296.8547363,0.000171244,2069068,1348727,2527150.5,0.521025641
76,4/4/2012 4:00,5,0.068321228,0,94575.9375,57.8502655,0.495758057,-0.11923027,-2.499527931,296.7788086,0.000191182,1600427,1387129,2068110.5,0.338461538
77,4/4/2012 5:00,6,0.077926636,0,94571.0625,57.43788147,0.50881958,-0.331121445,-2.033520699,296.875,0.000228167,1280732.5,1387116,1693805.5,0.209935897
78,4/4/2012 6:00,7,0.087532043,0,94606.25,60.91053772,0.534576416,-1.089712143,-1.715860367,296.3208008,0.000302613,836943.5,1351219,1156425.5,0.048589744
79,4/4/2012 7:00,8,0.043708801,0,94649.375,68.15542603,0.343765259,-2.120662689,-1.250066757,295.2612305,0.000314504,377286,1293514,551175,0.014423077
80,4/4/2012 8:00,9,0.019561768,0,94697.9375,74.81019592,0.194549561,-2.506884575,-0.9520998,293.0314941,0.000316918,46238.5,1265882,97418,6.41E-05
81,4/4/2012 9:00,10,0.014076233,0,94759.375,78.23286438,0.118179321,-2.666511536,-0.791671753,291.9020996,0.000317276,0,1250594,0,0
82,4/4/2012 10:00,11,0.006422043,0,94842.6875,81.70762634,0.182647705,-2.406463623,-0.427889824,290.9040527,0.000318944,0,1231093,0,0
83,4/4/2012 11:00,12,0.003377914,0,94878.75,86.10977173,0.057830811,-1.854642868,0.161747932,289.7800293,0.000318944,0,1212505,0,0
84,4/4/2012 12:00,13,0.002550125,0,94915.625,89.25956726,0.076721191,-1.694310188,1.046178818,288.4736328,0.000318289,0,1210601,0,0
85,4/4/2012 13:00,14,0.002475739,0,94899.3125,92.25909424,0.093658447,-0.997034073,1.563719749,288.0168457,0.000318289,0,1197901,0,0
86,4/4/2012 14:00,15,0.00144577,0,94877.0625,94.63748169,0.09828186,-0.880581856,1.740345001,287.2346191,0.000318289,0,1172944,0,0
87,4/4/2012 15:00,16,0.001073837,0,94865.875,95.72532654,0.082489014,-1.008526802,1.627788544,286.7802734,0.000318289,0,1164448,0,0
88,4/4/2012 16:00,17,0.000911713,0,94844.125,96.95019531,0.052642822,-1.074121475,1.613736153,286.3530273,0.000318289,0,1158016,0,0
89,4/4/2012 17:00,18,0.001750946,0,94828.6875,97.82765198,0.103973389,-1.045578957,1.592356682,286.065918,0.000318289,0,1160616,0,0
90,4/4/2012 18:00,19,0.006561279,0,94848.375,98.55740356,0.336364746,-0.995844841,1.530291557,285.892334,0.00031957,0,1193232,0,0
91,4/4/2012 19:00,20,0.022407532,0,94900.3125,99.41627502,0.982116699,-0.884967804,1.195948601,286.3144531,0.000325203,0,1241816,0,0
92,4/4/2012 20:00,21,0.039142609,0,94951.1875,99.61083984,1,-0.823866844,1.079847336,286.5805664,0.000330776,23849.5,1294216,53801,0.001346154
93,4/4/2012 21:00,22,0.048976898,0,94990.375,98.85044861,1,-1.112315178,1.445384979,287.4777832,0.000342518,229865,1335720,385576,0.018397436
94,4/4/2012 22:00,23,0.025643826,0,95050.125,90.84634399,0.940002441,-1.48052597,1.454460144,289.0192871,0.000353485,673746,1362232,983041.5,0.050641026
95,4/4/2012 23:00,24,0.013049126,0,95084.375,85.20581055,0.813079834,-1.542251587,0.878116608,290.6987305,0.000354201,1321164.5,1357032,1688746.5,0.065833333
96,4/5/2012 0:00,1,0.001777649,0,95082.625,80.23246765,0.426773071,-1.356940269,0.396690369,292.5996094,0.000354201,1457422.333,1374237.667,1882493.5,0.114807692
97,4/5/2012 1:00,2,0.06086731,0,95052.8125,70.63244629,0.890716553,-1.270461082,-0.842893601,294.7202148,0,1593680.167,1391443.333,2076240.5,0.143910256
98,4/5/2012 2:00,3,0.169647217,0,94967.5,64.94113159,0.975891113,-0.369400978,-1.674007416,296.1906738,0.000341699,1729938,1408649,2269987.5,0.291666667
99,4/5/2012 3:00,4,0.095085144,0,94903.125,63.52468872,0.672851563,-0.486637116,-1.19473362,296.0197754,0.000348255,1340009,1447124.5,1940459.5,0.530576923
100,4/5/2012 4:00,5,0.032864466,0,94851,61.86503601,0.414886475,-0.842734337,-0.715948105,296.4638672,0.000360429,1489904.5,1438904,1981650.5,0.43474359
